dedupe_key,doi,scopus_id,title,year,pub,manually_retrieved
doi:10.1080/13504509.2021.1986750,10.1080/13504509.2021.1986750,85116348286,Sustainable agriculture in Northeastern India: how do tribal farmers perceive and respond to climate change?,2022,International Journal of Sustainable Development and World Ecology,
doi:10.1007/978-3-030-99063-3_19,10.1007/978-3-030-99063-3_19,85161915914,Perception of Vulnerable Ultra-Poor Women on Climate Change Impacts and Local Adaptation in a High Flood Prone Area of Bangladesh,2022,Disaster Risk Reduction for Resilience Disaster and Social Aspects,
doi:10.25518/2295-8010.2135,10.25518/2295-8010.2135,85153335848,Perception and adaptation of cattle breeders to climate change in the Upper Oueme basin in Benin,2022,Tropicultura,
ty:internationalconferenceonsustainabilityandtechnologyinclimatechangeadaptationaction:2022,,85145281051,International Conference on Sustainability and Technology in Climate Change: Adaptation Action,2022,Iop Conference Series Earth and Environmental Science,
ty:mainmeasuresforadaptingtotheearthschangingradiationbalancecausingtheclimatecrisis:2022,,85174648410,Main Measures for Adapting to the Earth's Changing Radiation Balance Causing the Climate Crisis,2022,Iet Conference Proceedings,
doi:10.2298/jas2203299e,10.2298/jas2203299e,85143150390,ASSOCIATING FARMERS' PERCEPTION OF CLIMATE CHANGE AND VARIABILITY WITH HISTORICAL CLIMATE DATA,2022,Journal of Agricultural Sciences Belgrade,
doi:10.1080/14735903.2022.2070341,10.1080/14735903.2022.2070341,85130235864,Factors affecting sustainable agricultural intensification in Burkina Faso,2022,International Journal of Agricultural Sustainability,
doi:10.1080/09718524.2022.2144102,10.1080/09718524.2022.2144102,85144196484,Exploring the effects of a participatory climate services approach on smallholder decision-making in Rwanda using a gender lens,2022,Gender Technology and Development,
doi:10.51202/9783181024065-313,10.51202/9783181024065-313,85175026970,“LIFE Carbon Farming” and “Climate Farm Demo”: development and implementation of a result-based funding mechanism for carbon farming in European mixed crop livestock systems,2022,VDI Berichte,
doi:10.3390/su14010382,10.3390/su14010382,85122126882,Assessing the impact of climate resilient technologies in minimizing drought impacts on farm incomes in drylands,2022,Sustainability Switzerland,
doi:10.1155/2022/3218287,10.1155/2022/3218287,85136948643,The Impact of Climate-Smart Agriculture Technology on Productivity: Does Row Planting Matter? Evidence from Southern Ethiopia,2022,Scientific World Journal,
doi:10.1111/sjtg.12414,10.1111/sjtg.12414,85122317286,Agro-climate services and drought risk management in Jamaica: A case study of farming communities in Clarendon Parish,2022,Singapore Journal of Tropical Geography,
ty:expandingprotectionmotivationtheoryinvestigatingfarmersproenvironmentalbehaviorandtheirimpactonasustainablealternativelivelihoodunderdrought:2022,,85125081870,Expanding Protection Motivation Theory: Investigating Farmers’ Pro-Environmental Behavior and Their Impact on a Sustainable Alternative Livelihood under Drought,2022,Journal of Agricultural Science and Technology,
doi:10.1016/j.cliser.2021.100280,10.1016/j.cliser.2021.100280,85121981807,Effects of customized climate services on land and labor productivity in Burkina Faso and Ghana,2022,Climate Services,
doi:10.1016/j.cliser.2021.100268,10.1016/j.cliser.2021.100268,85121255279,Contextualising seasonal climate forecasts by integrating local knowledge on drought in Malawi,2022,Climate Services,
doi:10.24425/jwld.2022.140773,10.24425/jwld.2022.140773,85128124489,Farmers’ perception of climate change and gender sensitive perspective for optimised irrigation in a compound surface-ground water system,2022,Journal of Water and Land Development,
doi:10.1080/21683565.2022.2067930,10.1080/21683565.2022.2067930,85128927178,Climate change and shifting land-use: Consequences for smallholder agroforestry systems and rural livelihoods in the southwest Ethiopian Highlands,2022,Agroecology and Sustainable Food Systems,
doi:10.1016/j.heliyon.2021.e08677,10.1016/j.heliyon.2021.e08677,85122364609,"Adoption of climate-smart agricultural practices among smallholder farmers in Western Kenya: do socioeconomic, institutional, and biophysical factors matter?",2022,Heliyon,
ty:impactofclimatechangeonagriculturesectorinpakistanacaseofdistrictlodhransouthernpunjabpakistan:2022,,85138593806,"Impact of Climate Change on Agriculture Sector in Pakistan: A Case of District Lodhran, Southern Punjab-Pakistan",2022,Pakistan Journal of Life and Social Sciences,
ty:incentivesforexperimentingwithsustainableintensificationcandirectpaymentstofarmershelpdiversifythecroppingsystemsinsouthindia:2022,,85165300424,Incentives for Experimenting with Sustainable Intensification: Can Direct Payments to Farmers Help Diversify the Cropping Systems in South India?,2022,Indian Journal of Agricultural Economics,
doi:10.1007/978-981-16-7861-5_23,10.1007/978-981-16-7861-5_23,85160128056,Utilisation of Cactus (Opuntia ficus-indica) in Mitigating Drought Effects on Livestock in Matabeleland South Province of Zimbabwe,2022,Climate Change Adaptations in Dryland Agriculture in Semi Arid Areas,
doi:10.1080/14693062.2022.2066060,10.1080/14693062.2022.2066060,85132604179,Farmer extension facilitators as a pathway for climate smart agriculture: evidence from southern Malawi,2022,Climate Policy,
doi:10.1080/23322039.2022.2104780,10.1080/23322039.2022.2104780,85135243385,Assessing rural farmers’ willingness to pay for crop insurance scheme: Evidence from Rwanda,2022,Cogent Economics and Finance,
ty:evaluationofclimatechangeimpactsonriceproductionunderwatermanagementinnortherniran:2022,,85112776080,Evaluation of climate change impacts on rice production under water management in northern iran,2022,Romanian Agricultural Research,
doi:10.1007/978-3-030-98617-9_29,10.1007/978-3-030-98617-9_29,85135388183,"Coping Strategies and Determinants of Food Availability Amid Climate Change in Rural Communities of Raymond Mhlaba Local Municipality, Eastern Cape Province, South Africa",2022,World Sustainability Series,
doi:10.1080/17565529.2022.2027740,10.1080/17565529.2022.2027740,85123473862,"Use and economic benefits of indigenous seasonal climate forecasts: evidence from Benin, West Africa",2022,Climate and Development,
doi:10.1080/13504509.2022.2073615,10.1080/13504509.2022.2073615,85130268908,"Cropping systems intensification and diversification: risk, vulnerability and adaptation in southwest coastal Bangladesh",2022,International Journal of Sustainable Development and World Ecology,
doi:10.1155/2022/6360253,10.1155/2022/6360253,85144540868,Multifaceted Social and Environmental Disruptions Impact on Smallholder Plantations' Resilience in Indonesia,2022,Scientific World Journal,
doi:10.1007/978-3-030-99411-2_8,10.1007/978-3-030-99411-2_8,85195141401,Making Climate Services Actionable for Farmers in Ghana: The Value of Co-Production and Knowledge Integration,2022,Sustainable Development Goals Series,
ty:sustainableapicultureasavectorforruraldevelopment:2022,,85140005654,Sustainable apiculture as a vector for rural development,2022,Revista Facultad Nacional De Agronomia Medellin,
ty:productionoptimizationforsustainableagricultureandefficientcontrafarmingintherepublicofmaldives:2022,,85136230940,Production optimization for sustainable agriculture and efficient contrafarming in the Republic of Maldives,2022,Bulgarian Journal of Agricultural Science,
doi:10.7201/earn.2022.01.01,10.7201/earn.2022.01.01,85134581813,Agroecology for food security and against climate change in Peru,2022,Economia Agraria Y Recursos Naturales,
doi:10.1155/2022/8759596,10.1155/2022/8759596,85140251062,Characterization of Local Climate and Its Impact on Faba Bean (Vicia faba L.) Yield in Central Ethiopia,2022,Advances in Meteorology,
ty:impactofclimatechangeandtechnologicaladvancementoncottonproductionevidencefromxinjiangregionchina:2022,,85141747781,"Impact of Climate Change and Technological Advancement on Cotton Production: Evidence from Xinjiang Region, China",2022,Journal of Agricultural Science and Technology,
doi:10.1201/9781003164968-29,10.1201/9781003164968-29,85142806956,Making Rice-Farming System More Climate Resilient and Nutrition Sensitive: Heritage of Kurichiya Tribe Community of Western Ghats,2022,Innovation in Small Farm Agriculture Improving Livelihoods and Sustainability,
doi:10.1016/j.crm.2022.100417,10.1016/j.crm.2022.100417,85125140495,Integration of seasonal precipitation forecast information into local-level agricultural decision-making using an agent-based model to support community adaptation,2022,Climate Risk Management,
ty:earthobservationdataawaytofindsuitabilityforsheltersinthecaribbeancoastofnicaragua:2022,,85167574896,"Earth Observation Data, A Way to Find Suitability for Shelters in the Caribbean Coast of Nicaragua",2022,Proceedings of the International Astronautical Congress Iac,
doi:10.32945/atr4418.2022,10.32945/atr4418.2022,105020855090,"Surfacing development needs of a marginal upland community through participatory tools: The case of a village in Samar, Philippines",2022,Annals of Tropical Research,
doi:10.1080/17477891.2022.2035664,10.1080/17477891.2022.2035664,85130996672,"Risk perception, impact, and management by farmer households in Rajasthan (India)",2022,Environmental Hazards,
ty:inclusionofruralandindigenouscommunitiesinspacetechnologydevelopmentthecaseofmoraznsatellite:2022,,85167581879,"INCLUSION OF RURAL AND INDIGENOUS COMMUNITIES IN SPACE TECHNOLOGY DEVELOPMENT, THE CASE OF MORAZÁN-SATELLITE",2022,Proceedings of the International Astronautical Congress Iac,
ty:climatechangeandfamilyandbusinessagriculturalproductioninlatinamerica:2022,,85149819765,Climate change and family and business agricultural production in Latin America,2022,Agroalimentaria,
doi:10.1080/23311932.2022.2112429,10.1080/23311932.2022.2112429,85136477812,"What matters in adoption of small-scale rain water harvesting technologies at household level? Evidence from Charco-dam users in Nzega, Tanzania",2022,Cogent Food and Agriculture,
doi:10.19675/j.cnki.1006-687x.2021.05041,10.19675/j.cnki.1006-687x.2021.05041,85141304983,Irrigation quotas for high water use efficiency and economic water productivity of typical crops in Shiyang River Basin,2022,Chinese Journal of Applied and Environmental Biology,
doi:10.12264/jfsc2022-0047,10.12264/jfsc2022-0047,85135508803,Interannual variation of the phytoplankton community and its relationship with environmental factors in Miaodao Archipelago waters,2022,Journal of Fishery Sciences of China,
doi:10.17660/th2022/001,10.17660/th2022/001,85126133281,Effect of grafting on yield of commercial tomato cultivars grown under bacterial wilt (Ralstonia solanacearum) infested soil,2022,Fruits,
doi:10.14456/sjst-psu.2022.11,10.14456/sjst-psu.2022.11,85129911976,"Assessing processes of change and innovation in smallholders agriculture around Tonle Sap Lake, Cambodia",2022,Songklanakarin Journal of Science and Technology,
doi:10.4324/9781003185062-13,10.4324/9781003185062-13,85179240687,Harnessing the Agriculture Value Chain for Development,2022,Sustainable Development in Post Pandemic Africa Effective Strategies for Resource Mobilization,
doi:10.1080/17565529.2021.1930988,10.1080/17565529.2021.1930988,85106672301,"What will drive the small tea growers towards environment-friendly cultivation? Implications from the tea sector in Assam, India",2022,Climate and Development,
ty:impactsofrainfallandrelatedhydrologicalfactorsonspawningcharacteristicsofsilverbarbbarbonymusgonionotusbleeker1849inatropicalreservoirecosystem:2022,,85128597604,"Impacts of Rainfall and Related Hydrological Factors on Spawning Characteristics of Silver Barb (Barbonymus gonionotus Bleeker, 1849) in a Tropical Reservoir Ecosystem",2022,Journal of Fisheries and Environment,
ty:internationalconferenceonproductionandoperationsmanagementpoms2021:2022,,85140728050,"International Conference on Production and Operations Management, POMS 2021",2022,Springer Proceedings in Mathematics and Statistics,
doi:10.12264/jfsc2022-0089,10.12264/jfsc2022-0089,85140036628,"Fishery abundance index of Scomberomorus niphonius in the Yellow Sea, Bohai Sea, and East China Sea based on automatic machine learning",2022,Journal of Fishery Sciences of China,
doi:10.5337/2022.214,10.5337/2022.214,85137346664,Living Customary Water Tenure in Rights-based Water Management in Sub-Saharan Africa,2022,Iwmi Research Report,
ty:characterizationofrangelandwatershedofthesemiaridrangelandssoutheastethiopia:2022,,85123706430,"Characterization of Rangeland Watershed of the Semi-arid Rangelands, Southeast Ethiopia",2022,Journal of Rangeland Science,
ty:effectsofdifferentcoolingsystemsoncowsbehaviourandcomfortduringthehotperiod:2022,,85149679269,Effects of Different Cooling Systems on Cows’ Behaviour and Comfort during the Hot Period,2022,Veterinarija Ir Zootechnika,
ty:internationalconferenceoncomprehensiblescienceiccs2021:2022,,85115194589,"International Conference on Comprehensible Science, ICCS 2021",2022,Lecture Notes in Networks and Systems,
