doi,title,domain_type,process_outcome_domains_raw
10.1016/j.heliyon.2023.e15544,Perception and adaptation strategies of forest dwellers to climate variability in the tropical rainforest in eastern Cameroon: The case of the inhabitants of the Belabo-Diang Communal Forest,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change
10.4314/jae.v29i3.5,"Adoption of Climate-smart Agriculture Practices by Smallholder Rice Farmers in Taraba State, Nigeria",both,knowledge_awareness_learning; uptake_adoption; yields_productivity; income_assets; livelihoods; wellbeing
10.1038/s41598-024-82813-w,Use of climate smart agriculture technologies in West Africa peri-urban Sahel in Niger,both,knowledge_awareness_learning; uptake_adoption; yields_productivity; income_assets
10.1016/j.agsy.2016.04.002,"Smallholder farmers' motivations for using Conservation Agriculture and the roles of yield, labour and soil fertility in decision making",process_only,decision_making_planning; uptake_adoption
10.1016/j.cliser.2023.100438,Factors affecting the use of climate information services for agriculture: Evidence from Iran,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change
10.17017/j.fish.885,"The role of integrated prawn farming in climate change adaptation in Bangladesh: ecosystem services, economic viability and barriers",both,decision_making_planning; uptake_adoption; risk_reduction; resilience_adaptive_capacity
10.1515/opag-2025-0490,Development of a low-cost timer-based drip irrigation system for sustainable Waxy Corn cultivation in El Niño-Prone regions,both,uptake_adoption; yields_productivity; income_assets
10.1007/s43621-026-02669-0,Determinants of adopting climate-smart dairy production practices in Southwest Ethiopia,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; institutional_governance
10.1007/s43621-026-02695-y,Adaptation strategies and determinants shaping smallholder farmers responses to climate change in Konso of Southern Ethiopia,both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; institutional_governance; access_information_services; yields_productivity; income_assets; livelihoods; wellbeing; risk_reduction
10.1016/j.foodpol.2024.102793,Early growing season temperature variation and fertilizer use among smallholder farmers,process_only,decision_making_planning; uptake_adoption
10.1016/j.horiz.2025.100143,Navigating climate change: Impacts on indigenous practices concerning agrifood systems in Nepal's socio-ecological landscape,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; participation_coproduction; institutional_governance; access_information_services
10.1007/s10668-024-04681-8,Enhancing dietary diversity and food security through the adoption of climate-smart agricultural practices in Nigeria: a micro level evidence,both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; yields_productivity; income_assets; livelihoods; wellbeing; risk_reduction
10.1016/j.regsus.2022.01.005,"Motivations, enablers and barriers to the adoption of climate-smart agricultural practices by smallholder farmers: Evidence from the transitional and savannah agroecological zones of Ghana",both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services; yields_productivity; income_assets; livelihoods
10.3389/fclim.2026.1764243,Digital versus traditional agricultural extension for promoting climate-adaptive grape farming in the West Bank of Palestine: a randomized controlled trial protocol,process_only,decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services
10.1186/s43093-025-00624-5,Climate resilience in the palm of a hand: digital financial inclusion and cocoa farmers' adoption of climate smart agricultural technologies in Ghana,both,decision_making_planning; uptake_adoption; access_information_services; risk_reduction
10.1016/j.iswcr.2019.07.001,Drought and conflicts at the local level: Establishing a water sharing mechanism for the summer-autumn rice production in Central Vietnam,process_only,decision_making_planning; institutional_governance; access_information_services
10.1016/j.jaridenv.2025.105512,Pastoralists' perceptions and adaptation strategies to climate variability in Inner Mongolia: A multivariate probit analysis,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services
10.1016/j.envdev.2025.101246,Applying the Norm Activation Model to analyze climate change adaptation behaviors of forest-dwellers,process_only,decision_making_planning; behavioral_change; access_information_services
10.36956/rwae.v3i4.761,Climate Adaptation in Rain-fed Agriculture: Analyzing the Determinants of Supplemental Irrigation Practices in Nepal,process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance
10.1371/journal.pone.0222317,Fisheries governance in the face of climate change: Assessment of policy reform implications for Mexican fisheries,both,decision_making_planning; institutional_governance; risk_reduction
10.15832/ankutbd.495246,Determining the Effects of Climate Change and Market Prices on Farm's Structure by Using an Agent Based Model,both,decision_making_planning; yields_productivity; income_assets
10.1007/s44187-026-00836-w,Bangladeshi coastal rice farmers navigate environmental uncertainty through adaptive management strategies,both,decision_making_planning; uptake_adoption; risk_reduction
10.3389/fsufs.2026.1776530,Effects of climate-induced drought on livestock production and market dynamics in Mazabuka District of Zambia,both,decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services; yields_productivity; income_assets; livelihoods; wellbeing; risk_reduction
10.1016/j.marpol.2026.107087,"Climate change resilience and food security of small-scale fishing communities in the South-eastern Mindanao, Philippines",both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; participation_coproduction; institutional_governance; access_information_services; yields_productivity; income_assets; livelihoods; wellbeing
10.22438/jeb/45/1/mrn-5128,"Agro-advisory services for increasing production, profit under climate change scenario in old alluvial zone of West Bengal",both,decision_making_planning; uptake_adoption; yields_productivity; income_assets
10.1016/j.pdisas.2026.100541,"Spatio-temporal analysis and Farmer's perception and adaptation practices to cope with agricultural drought in Eastern Province, Rwanda",both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services; yields_productivity; income_assets; livelihoods; wellbeing; risk_reduction
10.1016/j.heliyon.2022.e09824,"Determinants of adoption of climate smart agricultural practices among farmers in Bale-Eco region, Ethiopia",process_only,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services
10.1186/s40066-024-00497-x,"Farmers' risk attitude, agricultural technology adoption and impacts in Eastern India",both,decision_making_planning; uptake_adoption; yields_productivity
10.3389/fsufs.2026.1763455,"Climate change and food insecurity: perspectives from Kalama in Machakos County, Kenya",both,knowledge_awareness_learning; decision_making_planning; uptake_adoption; behavioral_change; institutional_governance; access_information_services; yields_productivity; income_assets; livelihoods; wellbeing
